timestamp,command
2024-11-10 21:31:41.858617,wander
2024-11-10 21:31:41.943731,wander
2024-11-10 21:31:42.034301,wander
2024-11-10 21:31:42.077592,wander
2024-11-10 21:31:42.122342,wander
2024-11-10 21:31:42.182189,wander
2024-11-10 21:31:42.238367,wander
2024-11-10 21:31:42.281897,wander
2024-11-10 21:31:42.335937,wander
2024-11-10 21:31:42.389992,wander
2024-11-10 21:31:42.443227,wander
2024-11-10 21:31:42.504226,wander
2024-11-10 21:31:42.574808,wander
2024-11-10 21:31:42.629179,wander
2024-11-10 21:31:42.682317,wander
2024-11-10 21:31:42.732997,wander
2024-11-10 21:31:42.782887,wander
2024-11-10 21:31:42.823338,wander
2024-11-10 21:31:42.856296,wander
2024-11-10 21:31:42.891358,wander
2024-11-10 21:31:42.925754,wander
2024-11-10 21:31:42.960370,wander
2024-11-10 21:31:42.999402,wander
2024-11-10 21:31:43.032817,wander
2024-11-10 21:31:43.065960,wander
2024-11-10 21:31:43.096616,wander
2024-11-10 21:31:43.128326,wander
2024-11-10 21:31:43.159631,wander
2024-11-10 21:31:43.190216,wander
2024-11-10 21:31:43.221233,wander
2024-11-10 21:31:43.251901,wander
2024-11-10 21:31:43.289506,wander
2024-11-10 21:31:43.323496,wander
2024-11-10 21:31:43.358133,wander
2024-11-10 21:31:43.388943,wander
2024-11-10 21:31:43.419236,wander
2024-11-10 21:31:43.449565,wander
2024-11-10 21:31:43.479321,wander
2024-11-10 21:31:43.509074,wander
2024-11-10 21:31:43.542292,wander
2024-11-10 21:31:43.577696,avoid_obstacle
2024-11-10 21:31:43.608134,avoid_obstacle
2024-11-10 21:31:43.640777,avoid_obstacle
2024-11-10 21:31:43.673160,wander
2024-11-10 21:31:43.707980,wander
2024-11-10 21:31:43.741901,wander
2024-11-10 21:31:43.776372,wander
2024-11-10 21:31:43.810307,wander
2024-11-10 21:31:43.843642,wander
2024-11-10 21:31:43.876490,wander
2024-11-10 21:31:43.907622,wander
2024-11-10 21:31:43.938598,wander
2024-11-10 21:31:43.969263,wander
2024-11-10 21:31:44.000286,wander
2024-11-10 21:31:44.030906,wander
2024-11-10 21:31:44.064138,wander
2024-11-10 21:31:44.104467,wander
2024-11-10 21:31:44.137608,wander
2024-11-10 21:31:44.172894,wander
2024-11-10 21:31:44.204485,wander
2024-11-10 21:31:44.236368,wander
2024-11-10 21:31:44.269945,wander
2024-11-10 21:31:44.302483,wander
2024-11-10 21:31:44.334151,wander
2024-11-10 21:31:44.366934,wander
2024-11-10 21:31:44.400531,wander
2024-11-10 21:31:44.432002,wander
2024-11-10 21:31:44.463965,wander
2024-11-10 21:31:44.495947,wander
2024-11-10 21:31:44.527772,wander
2024-11-10 21:31:44.558886,wander
2024-11-10 21:31:44.588876,wander
2024-11-10 21:31:44.619442,wander
2024-11-10 21:31:44.650546,wander
2024-11-10 21:31:44.681464,wander
2024-11-10 21:31:44.711833,wander
2024-11-10 21:31:44.742139,wander
2024-11-10 21:31:44.774560,wander
2024-11-10 21:31:44.806497,wander
2024-11-10 21:31:44.836665,wander
2024-11-10 21:31:44.866300,wander
2024-11-10 21:31:44.897706,wander
2024-11-10 21:31:44.927765,wander
2024-11-10 21:31:44.959086,wander
2024-11-10 21:31:44.990009,wander
2024-11-10 21:31:45.020628,wander
2024-11-10 21:31:45.050697,wander
2024-11-10 21:31:45.079725,wander
2024-11-10 21:31:45.110501,wander
2024-11-10 21:31:45.141316,wander
2024-11-10 21:31:45.172074,wander
2024-11-10 21:31:45.200852,wander
2024-11-10 21:31:45.233536,wander
2024-11-10 21:31:45.267041,wander
2024-11-10 21:31:45.300164,wander
2024-11-10 21:31:45.333296,wander
2024-11-10 21:31:45.363367,wander
2024-11-10 21:31:45.392635,wander
2024-11-10 21:31:45.422734,wander
2024-11-10 21:31:45.450210,wander
2024-11-10 21:31:45.478229,wander
2024-11-10 21:31:45.507793,wander
2024-11-10 21:31:45.536738,wander
2024-11-10 21:31:45.565532,wander
2024-11-10 21:31:45.599137,wander
2024-11-10 21:31:45.631016,wander
2024-11-10 21:31:45.660810,wander
2024-11-10 21:31:45.689390,wander
2024-11-10 21:31:45.720098,wander
2024-11-10 21:31:45.747529,wander
2024-11-10 21:31:45.777963,wander
2024-11-10 21:31:45.807097,wander
2024-11-10 21:31:45.835751,wander
2024-11-10 21:31:45.864256,wander
2024-11-10 21:31:45.892428,wander
2024-11-10 21:31:45.923022,wander
2024-11-10 21:31:45.952865,wander
2024-11-10 21:31:45.981835,wander
2024-11-10 21:31:46.009245,wander
2024-11-10 21:31:46.039547,wander
2024-11-10 21:31:46.070967,wander
2024-11-10 21:31:46.100872,wander
2024-11-10 21:31:46.131121,wander
2024-11-10 21:31:46.160718,wander
2024-11-10 21:31:46.190884,wander
2024-11-10 21:31:46.222590,wander
2024-11-10 21:31:46.252462,wander
2024-11-10 21:31:46.282501,wander
2024-11-10 21:31:46.311512,wander
2024-11-10 21:31:46.339796,wander
2024-11-10 21:31:46.367548,wander
2024-11-10 21:31:46.394807,wander
2024-11-10 21:31:46.422055,wander
2024-11-10 21:31:46.450539,wander
2024-11-10 21:31:46.478669,wander
2024-11-10 21:31:46.506829,wander
2024-11-10 21:31:46.535223,wander
2024-11-10 21:31:46.563738,wander
2024-11-10 21:31:46.591644,wander
2024-11-10 21:31:46.619290,wander
2024-11-10 21:31:46.646810,wander
2024-11-10 21:31:46.676291,wander
2024-11-10 21:31:46.703789,wander
2024-11-10 21:31:46.730146,wander
2024-11-10 21:31:46.757898,wander
2024-11-10 21:31:46.786166,wander
2024-11-10 21:31:46.814657,wander
2024-11-10 21:31:46.842458,wander
2024-11-10 21:31:46.870833,wander
2024-11-10 21:31:46.897358,wander
2024-11-10 21:31:46.926652,wander
2024-11-10 21:31:46.954614,wander
2024-11-10 21:31:46.983495,wander
2024-11-10 21:31:47.012083,wander
2024-11-10 21:31:47.039272,wander
2024-11-10 21:31:47.066947,wander
2024-11-10 21:31:47.094020,wander
2024-11-10 21:31:47.121306,wander
2024-11-10 21:31:47.147591,wander
2024-11-10 21:31:47.175555,wander
2024-11-10 21:31:47.202462,wander
2024-11-10 21:31:47.229655,wander
2024-11-10 21:31:47.256851,wander
2024-11-10 21:31:47.284743,wander
2024-11-10 21:31:47.310754,wander
2024-11-10 21:31:47.338947,wander
2024-11-10 21:31:47.366045,wander
2024-11-10 21:31:47.393819,wander
2024-11-10 21:31:47.421372,wander
2024-11-10 21:31:47.448128,wander
2024-11-10 21:31:47.474933,wander
2024-11-10 21:31:47.501750,wander
2024-11-10 21:31:47.527715,wander
2024-11-10 21:31:47.554447,wander
2024-11-10 21:31:47.583043,wander
2024-11-10 21:31:47.609885,wander
2024-11-10 21:31:47.635717,wander
2024-11-10 21:31:47.663286,wander
2024-11-10 21:31:47.695263,wander
2024-11-10 21:31:47.725627,wander
2024-11-10 21:31:47.753604,wander
2024-11-10 21:31:47.782810,wander
2024-11-10 21:31:47.810143,wander
2024-11-10 21:31:47.838169,wander
2024-11-10 21:31:47.865978,wander
2024-11-10 21:31:47.893199,wander
2024-11-10 21:31:47.919795,wander
2024-11-10 21:31:47.947746,wander
2024-11-10 21:31:47.976743,wander
2024-11-10 21:31:48.008119,wander
2024-11-10 21:31:48.046577,wander
2024-11-10 21:31:48.077025,wander
2024-11-10 21:31:48.110879,wander
2024-11-10 21:31:48.146393,wander
2024-11-10 21:31:48.177998,wander
2024-11-10 21:31:48.209733,wander
2024-11-10 21:31:48.238888,wander
2024-11-10 21:31:48.268493,wander
2024-11-10 21:31:48.298558,wander
2024-11-10 21:31:48.327706,wander
2024-11-10 21:31:48.355428,wander
2024-11-10 21:31:48.384609,wander
2024-11-10 21:31:48.415937,wander
2024-11-10 21:31:48.456476,wander
2024-11-10 21:31:48.488802,wander
2024-11-10 21:31:48.520450,wander
2024-11-10 21:31:48.550092,wander
2024-11-10 21:31:48.583126,wander
2024-11-10 21:31:48.615606,wander
2024-11-10 21:31:48.648882,wander
2024-11-10 21:31:48.681530,wander
2024-11-10 21:31:48.711611,wander
2024-11-10 21:31:48.741243,wander
2024-11-10 21:31:48.771960,wander
2024-11-10 21:31:48.806121,wander
2024-11-10 21:31:48.834935,wander
2024-11-10 21:31:48.865024,wander
2024-11-10 21:31:48.895538,wander
2024-11-10 21:31:48.926286,wander
2024-11-10 21:31:48.956101,wander
2024-11-10 21:31:48.987176,wander
2024-11-10 21:31:49.018729,wander
2024-11-10 21:31:49.052345,wander
2024-11-10 21:31:49.081330,wander
2024-11-10 21:31:49.109716,avoid_obstacle
2024-11-10 21:31:49.139382,avoid_obstacle
2024-11-10 21:31:49.171528,avoid_obstacle
2024-11-10 21:31:49.200703,wander
2024-11-10 21:31:49.229432,wander
2024-11-10 21:31:49.258623,wander
2024-11-10 21:31:49.289437,wander
2024-11-10 21:31:49.318523,wander
2024-11-10 21:31:49.349875,wander
2024-11-10 21:31:49.389010,wander
2024-11-10 21:31:49.425583,wander
2024-11-10 21:31:49.456183,wander
2024-11-10 21:31:49.492155,wander
2024-11-10 21:31:49.528416,wander
2024-11-10 21:31:49.559584,wander
2024-11-10 21:31:49.591473,wander
2024-11-10 21:31:49.623723,wander
2024-11-10 21:31:49.656377,wander
2024-11-10 21:31:49.688806,wander
2024-11-10 21:31:49.721410,wander
2024-11-10 21:31:49.757833,wander
2024-11-10 21:31:49.799948,wander
2024-11-10 21:31:49.833318,wander
2024-11-10 21:31:49.867258,wander
2024-11-10 21:31:49.898705,wander
2024-11-10 21:31:49.930974,wander
2024-11-10 21:31:49.962569,wander
2024-11-10 21:31:49.993939,wander
2024-11-10 21:31:50.024626,wander
2024-11-10 21:31:50.056828,wander
2024-11-10 21:31:50.089694,wander
2024-11-10 21:31:50.124408,wander
2024-11-10 21:31:50.157010,wander
2024-11-10 21:31:50.189913,wander
2024-11-10 21:31:50.221395,wander
2024-11-10 21:31:50.253111,wander
2024-11-10 21:31:50.284618,wander
2024-11-10 21:31:50.315982,wander
2024-11-10 21:31:50.345595,wander
2024-11-10 21:31:50.376311,wander
2024-11-10 21:31:50.408776,wander
2024-11-10 21:31:50.440644,wander
2024-11-10 21:31:50.472335,wander
2024-11-10 21:31:50.506465,wander
2024-11-10 21:31:50.539889,wander
2024-11-10 21:31:50.573836,wander
2024-11-10 21:31:50.607744,wander
2024-11-10 21:31:50.638954,wander
2024-11-10 21:31:50.672600,wander
2024-11-10 21:31:50.703773,wander
2024-11-10 21:31:50.736527,wander
2024-11-10 21:31:50.778738,wander
2024-11-10 21:31:50.920633,wander
2024-11-10 21:31:51.012397,wander
2024-11-10 21:31:51.062995,wander
2024-11-10 21:31:51.122111,wander
2024-11-10 21:31:51.175483,wander
2024-11-10 21:31:51.221737,wander
2024-11-10 21:31:51.289179,wander
2024-11-10 21:31:51.327595,wander
2024-11-10 21:31:51.363939,wander
2024-11-10 21:31:51.400520,wander
2024-11-10 21:31:51.434131,wander
2024-11-10 21:31:51.485275,wander
2024-11-10 21:31:51.522073,wander
2024-11-10 21:31:51.560312,wander
2024-11-10 21:31:51.598475,wander
2024-11-10 21:31:51.634648,avoid_obstacle
2024-11-10 21:31:51.670284,avoid_obstacle
2024-11-10 21:31:51.716081,wander
2024-11-10 21:31:51.782753,wander
2024-11-10 21:31:51.825428,wander
2024-11-10 21:31:51.876607,wander
2024-11-10 21:31:51.914387,wander
2024-11-10 21:31:51.946049,wander
2024-11-10 21:31:51.990001,wander
2024-11-10 21:31:52.037570,wander
2024-11-10 21:31:52.076446,wander
2024-11-10 21:31:52.115268,wander
2024-11-10 21:31:52.154030,wander
2024-11-10 21:31:52.197461,wander
2024-11-10 21:31:52.228505,wander
2024-11-10 21:31:52.261549,wander
2024-11-10 21:31:52.291989,wander
2024-11-10 21:31:52.328994,wander
2024-11-10 21:31:52.368084,wander
2024-11-10 21:31:52.401403,wander
2024-11-10 21:31:52.433553,wander
2024-11-10 21:31:52.465561,wander
2024-11-10 21:31:52.498121,wander
2024-11-10 21:31:52.532132,wander
2024-11-10 21:31:52.564862,wander
2024-11-10 21:31:52.595634,wander
2024-11-10 21:31:52.627356,wander
2024-11-10 21:31:52.659121,wander
2024-11-10 21:31:52.690490,wander
2024-11-10 21:31:52.720083,wander
2024-11-10 21:31:52.751551,wander
2024-11-10 21:31:52.781707,wander
2024-11-10 21:31:52.816553,wander
2024-11-10 21:31:52.847632,wander
2024-11-10 21:31:52.880194,wander
2024-11-10 21:31:52.912601,get_red
2024-11-10 21:31:52.944105,get_red
2024-11-10 21:31:52.977216,get_red
2024-11-10 21:31:53.010475,get_red
2024-11-10 21:31:53.046677,get_red
2024-11-10 21:31:53.080063,get_red
2024-11-10 21:31:53.112149,get_red
2024-11-10 21:31:53.148362,get_red
2024-11-10 21:31:53.186358,get_red
2024-11-10 21:31:53.222859,get_red
2024-11-10 21:31:53.257601,get_red
2024-11-10 21:31:53.294481,get_red
2024-11-10 21:31:53.331807,get_red
2024-11-10 21:31:53.368858,get_red
2024-11-10 21:31:53.403421,get_red
2024-11-10 21:31:53.435747,get_red
2024-11-10 21:31:53.470952,get_red
2024-11-10 21:31:53.505989,get_red
2024-11-10 21:31:53.539663,get_red
2024-11-10 21:31:53.574494,get_red
2024-11-10 21:31:53.613425,get_red
2024-11-10 21:31:53.649566,get_red
2024-11-10 21:31:53.684906,get_red
2024-11-10 21:31:53.720201,get_red
2024-11-10 21:31:53.754126,get_red
2024-11-10 21:31:53.788646,get_red
2024-11-10 21:31:53.822277,get_red
2024-11-10 21:31:53.856499,get_red
2024-11-10 21:31:53.889337,get_red
2024-11-10 21:31:53.923261,get_red
2024-11-10 21:31:53.960548,get_red
2024-11-10 21:31:54.000885,get_red
2024-11-10 21:31:54.038309,get_red
2024-11-10 21:31:54.075297,get_red
2024-11-10 21:31:54.115111,get_red
2024-11-10 21:31:54.149769,get_red
2024-11-10 21:31:54.182243,get_red
2024-11-10 21:31:54.214383,get_red
2024-11-10 21:31:54.246810,get_red
2024-11-10 21:31:54.279944,get_red
2024-11-10 21:31:54.310874,get_red
2024-11-10 21:31:54.344039,get_red
2024-11-10 21:31:54.376578,get_red
2024-11-10 21:31:54.410898,get_red
2024-11-10 21:31:54.443109,get_red
2024-11-10 21:31:54.475493,get_red
2024-11-10 21:31:54.511137,get_red
2024-11-10 21:31:54.546308,get_red
2024-11-10 21:31:54.581401,get_red
2024-11-10 21:31:54.613600,get_red
2024-11-10 21:31:54.647347,get_red
2024-11-10 21:31:54.680520,get_red
2024-11-10 21:31:54.714931,get_red
2024-11-10 21:31:54.746014,get_red
2024-11-10 21:31:54.779906,get_red
2024-11-10 21:31:54.812984,get_red
2024-11-10 21:31:54.846497,get_red
2024-11-10 21:31:54.881750,get_red
2024-11-10 21:31:54.916629,get_red
2024-11-10 21:31:54.952659,get_red
2024-11-10 21:31:54.986957,get_red
2024-11-10 21:31:55.023157,get_red
2024-11-10 21:31:55.058575,get_red
2024-11-10 21:31:55.093995,get_red
2024-11-10 21:31:55.128777,get_red
2024-11-10 21:31:55.166122,get_red
2024-11-10 21:31:55.204038,get_red
2024-11-10 21:31:55.244101,get_red
2024-11-10 21:31:55.284950,get_red
2024-11-10 21:31:55.322370,get_red
2024-11-10 21:31:55.357862,get_red
2024-11-10 21:31:55.392657,get_red
2024-11-10 21:31:55.428032,get_red
2024-11-10 21:31:55.463314,get_red
2024-11-10 21:31:55.498073,get_red
2024-11-10 21:31:55.530591,get_red
2024-11-10 21:31:55.562706,get_red
2024-11-10 21:31:55.595854,get_red
2024-11-10 21:31:55.631695,get_red
2024-11-10 21:31:55.665807,get_red
2024-11-10 21:31:55.702276,get_red
2024-11-10 21:31:55.736825,get_red
2024-11-10 21:31:55.772102,get_red
2024-11-10 21:31:55.805388,get_red
2024-11-10 21:31:55.839226,get_red
2024-11-10 21:31:55.873671,get_red
2024-11-10 21:31:55.908014,get_red
2024-11-10 21:31:55.942648,get_red
2024-11-10 21:31:55.977445,get_red
2024-11-10 21:31:56.027323,get_red
2024-11-10 21:31:56.077016,get_red
2024-11-10 21:31:56.115055,get_red
2024-11-10 21:31:56.154677,get_red
2024-11-10 21:31:56.192014,get_red
2024-11-10 21:31:56.228693,get_red
2024-11-10 21:31:56.264343,get_red
2024-11-10 21:31:56.298273,get_red
2024-11-10 21:31:56.331591,get_red
2024-11-10 21:31:56.366437,get_red
2024-11-10 21:31:56.408748,get_red
2024-11-10 21:31:56.444266,get_red
2024-11-10 21:31:56.483821,get_red
2024-11-10 21:31:56.519661,get_red
2024-11-10 21:31:56.554193,get_red
2024-11-10 21:31:56.589621,get_red
2024-11-10 21:31:56.624434,get_red
2024-11-10 21:31:56.660035,get_red
2024-11-10 21:31:56.695780,get_red
2024-11-10 21:31:56.731519,get_red
2024-11-10 21:31:56.766110,get_red
2024-11-10 21:31:56.804416,get_red
2024-11-10 21:31:56.839862,get_red
2024-11-10 21:31:56.879297,get_red
2024-11-10 21:31:56.917722,get_red
2024-11-10 21:31:56.955995,get_red
2024-11-10 21:31:56.991061,get_red
2024-11-10 21:31:57.032333,get_red
2024-11-10 21:31:57.067289,get_red
2024-11-10 21:31:57.100985,get_red
2024-11-10 21:31:57.134759,get_red
2024-11-10 21:31:57.170260,get_red
2024-11-10 21:31:57.206426,get_red
2024-11-10 21:31:57.243423,get_red
2024-11-10 21:31:57.278306,get_red
2024-11-10 21:31:57.314698,get_red
2024-11-10 21:31:57.350939,get_red
2024-11-10 21:31:57.386595,get_red
2024-11-10 21:31:57.422918,get_red
2024-11-10 21:31:57.464272,get_red
2024-11-10 21:31:57.498624,get_red
2024-11-10 21:31:57.532782,get_red
2024-11-10 21:31:57.568347,get_red
2024-11-10 21:31:57.606220,get_red
2024-11-10 21:31:57.640935,get_red
2024-11-10 21:31:57.677491,get_red
2024-11-10 21:31:57.713654,get_red
2024-11-10 21:31:57.750436,get_red
2024-11-10 21:31:57.787191,get_red
2024-11-10 21:31:57.821413,get_red
2024-11-10 21:31:57.857398,get_red
2024-11-10 21:31:57.891608,get_red
2024-11-10 21:31:57.927230,get_red
2024-11-10 21:31:57.960543,get_red
2024-11-10 21:31:57.998494,get_red
2024-11-10 21:31:58.039419,get_red
2024-11-10 21:31:58.076206,get_red
2024-11-10 21:31:58.118890,get_red
2024-11-10 21:31:58.169627,get_red
2024-11-10 21:31:58.207418,get_red
2024-11-10 21:31:58.243004,get_red
2024-11-10 21:31:58.278600,get_red
2024-11-10 21:31:58.315321,get_red
2024-11-10 21:31:58.350630,get_red
2024-11-10 21:31:58.391054,get_red
2024-11-10 21:31:58.432107,get_red
2024-11-10 21:31:58.470230,get_red
2024-11-10 21:31:58.505475,get_red
2024-11-10 21:31:58.542431,get_red
2024-11-10 21:31:58.579873,get_red
2024-11-10 21:31:58.619108,get_red
2024-11-10 21:31:58.655502,get_red
2024-11-10 21:31:58.692312,get_red
2024-11-10 21:31:58.728852,get_red
2024-11-10 21:31:58.764479,get_red
2024-11-10 21:31:58.805332,get_red
2024-11-10 21:31:58.840763,get_red
2024-11-10 21:31:58.877540,get_red
2024-11-10 21:31:58.912138,get_red
2024-11-10 21:31:58.949135,get_red
2024-11-10 21:31:58.988411,get_red
2024-11-10 21:31:59.024982,get_red
2024-11-10 21:31:59.060686,get_red
2024-11-10 21:31:59.096486,get_red
2024-11-10 21:31:59.132049,get_red
2024-11-10 21:31:59.170251,get_red
2024-11-10 21:31:59.207058,get_red
2024-11-10 21:31:59.244837,get_red
2024-11-10 21:31:59.287146,get_red
2024-11-10 21:31:59.331240,get_red
2024-11-10 21:31:59.369316,get_red
2024-11-10 21:31:59.411376,get_red
2024-11-10 21:31:59.452698,get_red
2024-11-10 21:31:59.488167,get_red
2024-11-10 21:31:59.525221,get_red
2024-11-10 21:31:59.560767,get_red
2024-11-10 21:31:59.603285,get_red
2024-11-10 21:31:59.641554,get_red
2024-11-10 21:31:59.679168,get_red
2024-11-10 21:31:59.716778,get_red
2024-11-10 21:31:59.751107,get_red
2024-11-10 21:31:59.786844,get_red
2024-11-10 21:31:59.824660,get_red
2024-11-10 21:31:59.859184,get_red
2024-11-10 21:31:59.893858,get_red
2024-11-10 21:31:59.930316,get_red
2024-11-10 21:31:59.966042,get_red
2024-11-10 21:32:00.004680,get_red
2024-11-10 21:32:00.043083,get_red
2024-11-10 21:32:00.091047,get_red
2024-11-10 21:32:00.130746,get_red
2024-11-10 21:32:00.170502,get_red
2024-11-10 21:32:00.209072,get_red
2024-11-10 21:32:00.252565,get_red
2024-11-10 21:32:00.290767,get_red
2024-11-10 21:32:00.329452,get_red
2024-11-10 21:32:00.369244,get_red
2024-11-10 21:32:00.408735,get_red
2024-11-10 21:32:00.451607,get_red
2024-11-10 21:32:00.492122,get_red
2024-11-10 21:32:00.530102,get_red
2024-11-10 21:32:00.566665,get_red
2024-11-10 21:32:00.608616,get_red
2024-11-10 21:32:00.648348,get_red
2024-11-10 21:32:00.686152,get_red
2024-11-10 21:32:00.723847,get_red
2024-11-10 21:32:00.760881,get_red
2024-11-10 21:32:00.797842,get_red
2024-11-10 21:32:00.838629,get_red
2024-11-10 21:32:00.875060,get_red
2024-11-10 21:32:00.912579,get_red
2024-11-10 21:32:00.950392,get_red
2024-11-10 21:32:00.991184,get_red
2024-11-10 21:32:01.027922,get_red
2024-11-10 21:32:01.066166,get_red
2024-11-10 21:32:01.103321,get_red
2024-11-10 21:32:01.141793,get_red
2024-11-10 21:32:01.179430,get_red
2024-11-10 21:32:01.218296,get_red
2024-11-10 21:32:01.259076,get_red
2024-11-10 21:32:01.297285,get_red
2024-11-10 21:32:01.333785,get_red
2024-11-10 21:32:01.370553,get_red
2024-11-10 21:32:01.408734,get_red
2024-11-10 21:32:01.444792,get_red
2024-11-10 21:32:01.481389,get_red
2024-11-10 21:32:01.517999,get_red
2024-11-10 21:32:01.554846,get_red
2024-11-10 21:32:01.593559,get_red
2024-11-10 21:32:01.633304,get_red
2024-11-10 21:32:01.672070,get_red
2024-11-10 21:32:01.709297,get_red
2024-11-10 21:32:01.746921,get_red
2024-11-10 21:32:01.785068,get_red
2024-11-10 21:32:01.822002,get_red
2024-11-10 21:32:01.858991,get_red
2024-11-10 21:32:01.895346,get_red
2024-11-10 21:32:01.934673,get_red
2024-11-10 21:32:01.973496,get_red
2024-11-10 21:32:02.009835,get_red
2024-11-10 21:32:02.049001,get_red
2024-11-10 21:32:02.093486,get_red
2024-11-10 21:32:02.135217,get_red
2024-11-10 21:32:02.177097,get_red
2024-11-10 21:32:02.214773,get_red
2024-11-10 21:32:02.555621,get_red
2024-11-10 21:32:02.601421,get_red
2024-11-10 21:32:02.644701,get_red
2024-11-10 21:32:02.685998,get_red
2024-11-10 21:32:02.725309,get_red
2024-11-10 21:32:02.765136,get_red
2024-11-10 21:32:02.803536,get_red
2024-11-10 21:32:02.841863,get_red
2024-11-10 21:32:02.879160,get_red
2024-11-10 21:32:02.918013,get_red
2024-11-10 21:32:02.955510,get_red
2024-11-10 21:32:02.992322,get_red
2024-11-10 21:32:03.029074,get_red
2024-11-10 21:32:03.070165,get_red
2024-11-10 21:32:03.111455,get_red
2024-11-10 21:32:03.149753,get_red
2024-11-10 21:32:03.188680,get_red
2024-11-10 21:32:03.227884,get_red
2024-11-10 21:32:03.270651,get_red
2024-11-10 21:32:03.311789,get_red
2024-11-10 21:32:03.352619,get_red
2024-11-10 21:32:03.391753,get_red
2024-11-10 21:32:03.429375,get_red
2024-11-10 21:32:03.468210,get_red
2024-11-10 21:32:03.506262,get_red
2024-11-10 21:32:03.545035,get_red
2024-11-10 21:32:03.582943,get_red
2024-11-10 21:32:03.622729,get_red
2024-11-10 21:32:03.661674,get_red
2024-11-10 21:32:03.705298,get_red
2024-11-10 21:32:03.744266,get_red
2024-11-10 21:32:03.786008,get_red
2024-11-10 21:32:03.823699,get_red
2024-11-10 21:32:03.864119,get_red
2024-11-10 21:32:03.902589,get_red
2024-11-10 21:32:03.940542,get_red
2024-11-10 21:32:03.980176,get_red
2024-11-10 21:32:04.021829,get_red
2024-11-10 21:32:04.062136,get_red
2024-11-10 21:32:04.103602,get_red
2024-11-10 21:32:04.143505,get_red
